ID,Created,FirstAssigned,Resolved,Support Group,Store,Classification,Assigned To,Priority,Num Assigns,Reopened,Title
IR201,1/15/2017 1:12,1/15/2017 3:15,1/15/2017 16:09,Help Desk,Hyde Park,Email,Charlie,3,3,No,“The best revenge is to be unlike him who performed the injury.” 
IR202,5/12/2016 7:37,5/12/2016 9:42,5/13/2016 15:01,Retail Support,Hyde Park,Coupon Not Working,Hannah,2,3,No,"“It is not death that a man should fear, but he should fear never beginning to live.” "
IR203,10/29/2016 8:55,10/29/2016 13:44,10/29/2016 19:22,Retail Support,Sunset Valley,Lane Frozen,Frank,2,3,No,“Our life is what our thoughts make it.” 
IR204,2/7/2017 3:51,2/7/2017 19:27,2/9/2017 16:45,Retail Support,Lamar,Scale Broken,Hannah,1,1,No,“The soul becomes dyed with the colour of its thoughts.” 
IR205,8/18/2016 17:58,8/19/2016 4:20,8/23/2016 16:48,Retail Payments,Wells Branch,Credit Card Issue,Laura,3,4,No,"“If someone is able to show me that what I think or do is not right, I will happily change, for I seek the truth, by which no one was ever truly harmed. It is the person who continues in his self-deception and ignorance who is harmed.” "
IR206,1/19/2017 21:18,1/21/2017 12:28,1/22/2017 16:30,Retail Payments,Wells Branch,Tax Issue,Laura,3,1,No,“If it is not right do not do it; if it is not true do not say it.” 
IR207,11/3/2016 0:05,11/3/2016 19:03,11/6/2016 18:55,Retail Payments,Hyde Park,Credit Card Issue,Laura,1,2,No,"“Never let the future disturb you. You will meet it, if you have to, with the same weapons of reason which today arm you against the present.” "
IR208,9/18/2016 20:39,9/19/2016 11:11,9/22/2016 5:53,Retail Support,Sunset Valley,Other,Frank,2,1,No,“Very little is needed to make a happy life; it is all within yourself in your way of thinking.” 
IR209,9/24/2016 5:44,9/24/2016 12:44,9/24/2016 15:52,Retail Payments,Downtown,Tax Issue,Joy,4,4,No,"“The object of life is not to be on the side of the majority, but to escape finding oneself in the ranks of the insane.” "
IR210,1/28/2017 3:02,1/28/2017 21:02,1/29/2017 8:05,Help Desk,Wells Branch,Desktop Support,Diego,4,3,No,"“I have often wondered how it is that every man loves himself more than all the rest of men, but yet sets less value on his own opinion of himself than on the opinion of others.” "
IR211,9/10/2016 13:20,9/10/2016 16:38,9/12/2016 7:59,Help Desk,Wells Branch,Permission Request,Bob,2,3,No,“Reject your sense of injury and the injury itself disappears.” 
IR212,3/14/2017 22:43,3/16/2017 14:37,3/18/2017 17:08,Retail Support,Sunset Valley,Other,Hannah,2,4,No,“The best revenge is not to be like your enemy.” 
IR213,6/24/2016 17:08,6/25/2016 15:36,6/27/2016 5:03,Retail Support,Wells Branch,Coupon Not Working,George,3,3,Yes,"“Whenever you are about to find fault with someone, ask yourself the following question: What fault of mine most nearly resembles the one I am about to criticize?” "
IR214,11/17/2016 17:54,11/17/2016 19:43,11/24/2016 7:10,Help Desk,Downtown,Permission Request,Diego,2,2,No,"“When another blames you or hates you, or people voice similar criticisms, go to their souls, penetrate inside and see what sort of people they are. You will realize that there is no need to be racked with anxiety that they should hold any particular opinion about you.” "
IR215,10/31/2016 8:02,11/1/2016 1:54,11/4/2016 1:18,Help Desk,Sunset Valley,Permission Request,Charlie,1,2,No,“The first rule is to keep an untroubled spirit. The second is to look things in the face and know them for what they are.” 
IR216,1/1/2017 2:22,1/1/2017 13:24,1/2/2017 5:38,Retail Payments,Lamar,Tax Issue,Joy,3,4,No,“How much more grievous are the consequences of anger than the causes of it.” 
IR217,1/3/2017 18:41,1/4/2017 22:48,1/7/2017 16:43,Retail Payments,Lamar,Tax Issue,Joy,2,2,No,"“Do not act as if you were going to live ten thousand years. Death hangs over you. While you live, while it is in your power, be good.” "
IR218,1/3/2017 23:14,1/4/2017 16:44,1/11/2017 10:23,Help Desk,Wells Branch,Email,Emily,2,1,No,"“Begin each day by telling yourself: Today I shall be meeting with interference, ingratitude, insolence, disloyalty, ill-will, and selfishness – all of them due to the offenders’ ignorance of what is good or evil.” "
IR219,12/2/2016 13:01,12/2/2016 13:57,12/6/2016 19:39,Retail Support,Lamar,Coupon Not Working,George,2,1,No,“Look well into thyself; there is a source of strength which will always spring up if thou wilt always look.” 
IR220,6/13/2016 18:30,6/14/2016 18:11,6/17/2016 15:44,Help Desk,Lamar,Email,Emily,1,1,No,"“Here is a rule to remember in future, when anything tempts you to feel bitter: not ""This is misfortune,"" but ""To bear this worthily is good fortune.” "
IR221,1/15/2017 1:17,1/15/2017 2:54,1/18/2017 9:41,Retail Payments,Lamar,Tax Issue,Joy,4,4,No,"“How much time he gains who does not look to see what his neighbour says or does or thinks, but only at what he does himself, to make it just and holy.” "
IR222,2/24/2017 7:05,2/24/2017 22:48,2/25/2017 23:52,Retail Support,Lamar,Coupon Not Working,George,2,1,No,"“You are a little soul carrying about a corpse, as Epictetus used to say.” "
IR223,4/1/2017 1:40,4/2/2017 7:58,4/6/2017 18:04,Retail Payments,Hyde Park,Tax Issue,Laura,4,2,No,R10 lane is frozen. Stuck on loading screen
IR224,10/5/2016 21:29,10/6/2016 17:55,10/14/2016 9:20,Retail Support,Lamar,Other,George,2,1,No,cash register not working
IR225,8/20/2016 17:41,8/20/2016 23:30,8/23/2016 2:02,Retail Payments,Hyde Park,Credit Card Issue,Laura,2,3,No,lane is down. The lane won't do the thingerjig
IR226,3/19/2017 23:11,3/20/2017 18:53,3/23/2017 18:20,Retail Support,Lamar,Coupon Not Working,George,2,1,No,apple pay not working
IR227,9/8/2016 18:59,9/9/2016 5:58,9/9/2016 17:47,Retail Payments,Hyde Park,Tax Issue,Laura,2,1,No,apple pay register won't accept credit card
IR228,12/5/2016 20:56,12/7/2016 16:33,12/10/2016 12:52,Help Desk,Downtown,Email,Diego,1,3,No,lane keeps freezing up when we try to use coupon
IR229,3/16/2017 5:37,3/18/2017 3:58,3/23/2017 21:43,Retail Support,Sunset Valley,Other,George,1,3,No,scale broken
IR230,6/9/2016 5:31,6/9/2016 12:10,6/9/2016 15:12,Retail Support,Downtown,Coupon Not Working,George,1,1,No,"“Dwell on the beauty of life. Watch the stars, and see yourself running with them.” "
IR231,1/29/2017 11:19,1/30/2017 13:20,2/8/2017 21:39,Help Desk,Lamar,Email,Emily,1,2,No,"“You have power over your mind - not outside events. Realize this, and you will find strength.” "
IR232,5/10/2016 19:59,5/11/2016 15:03,5/12/2016 7:14,Help Desk,Hyde Park,Desktop Support,Adam,1,2,Yes,“The happiness of your life depends upon the quality of your thoughts.” 
IR233,8/26/2016 16:57,8/27/2016 18:41,8/29/2016 9:47,Retail Payments,Lamar,Credit Card Issue,Kelly,3,4,No,"“Everything we hear is an opinion, not a fact. Everything we see is a perspective, not the truth.” "
IR234,8/2/2016 18:09,8/2/2016 19:37,8/2/2016 21:08,Retail Payments,Downtown,Tax Issue,Joy,2,3,No,“Waste no more time arguing about what a good man should be. Be one.” 
IR235,6/21/2016 17:58,6/21/2016 20:15,6/23/2016 12:09,Help Desk,Hyde Park,Permission Request,Bob,2,2,No,"“When you arise in the morning think of what a privilege it is to be alive, to think, to enjoy, to love ...” "
IR236,3/3/2017 16:49,3/3/2017 22:52,3/7/2017 3:03,Help Desk,Downtown,Desktop Support,Adam,3,4,No,"“Accept the things to which fate binds you, and love the people with whom fate brings you together,but do so with all your heart.” "
IR237,8/20/2016 15:27,8/20/2016 20:36,8/23/2016 7:42,Help Desk,Wells Branch,Desktop Support,Bob,1,1,No,"“If you are distressed by anything external, the pain is not due to the thing itself, but to your estimate of it; and this you have the power to revoke at any moment.” "
IR238,5/15/2016 3:04,5/15/2016 11:58,5/16/2016 22:11,Retail Payments,Wells Branch,Credit Card Issue,Joy,3,3,No,“The best revenge is to be unlike him who performed the injury.” 
IR239,2/19/2017 9:48,2/20/2017 13:51,2/22/2017 6:30,Help Desk,Hyde Park,Email,Adam,3,3,No,"“It is not death that a man should fear, but he should fear never beginning to live.” "
IR240,9/11/2016 14:39,9/12/2016 0:19,9/17/2016 2:14,Retail Support,Downtown,Lane Frozen,Frank,1,4,No,“Our life is what our thoughts make it.” 
IR241,7/4/2016 19:53,7/4/2016 22:58,7/10/2016 4:17,Help Desk,Downtown,Permission Request,Diego,2,2,No,“The soul becomes dyed with the colour of its thoughts.” 
IR242,2/6/2017 3:24,2/6/2017 13:47,2/7/2017 9:49,Retail Support,Hyde Park,Coupon Not Working,Hannah,2,3,No,"“If someone is able to show me that what I think or do is not right, I will happily change, for I seek the truth, by which no one was ever truly harmed. It is the person who continues in his self-deception and ignorance who is harmed.” "
IR243,11/1/2016 7:14,11/1/2016 11:23,11/5/2016 4:38,Help Desk,Lamar,Desktop Support,Adam,4,2,No,“If it is not right do not do it; if it is not true do not say it.” 
IR244,11/3/2016 1:34,11/4/2016 2:56,11/5/2016 0:03,Retail Support,Downtown,Lane Frozen,Frank,2,2,No,"“Never let the future disturb you. You will meet it, if you have to, with the same weapons of reason which today arm you against the present.” "
IR245,1/15/2017 2:03,1/15/2017 22:55,1/18/2017 5:56,Help Desk,Hyde Park,Email,Emily,3,2,No,“Very little is needed to make a happy life; it is all within yourself in your way of thinking.” 
IR246,9/20/2016 20:40,9/21/2016 5:01,9/23/2016 12:40,Retail Support,Hyde Park,Other,George,2,3,No,"“The object of life is not to be on the side of the majority, but to escape finding oneself in the ranks of the insane.” "
IR247,5/15/2016 21:06,5/16/2016 20:57,5/21/2016 2:39,Retail Payments,Hyde Park,Tax Issue,Laura,2,4,No,"“I have often wondered how it is that every man loves himself more than all the rest of men, but yet sets less value on his own opinion of himself than on the opinion of others.” "
IR248,8/24/2016 10:16,8/26/2016 2:57,8/29/2016 6:27,Retail Payments,Sunset Valley,Tax Issue,Joy,2,1,No,“Reject your sense of injury and the injury itself disappears.” 
IR249,1/30/2017 17:53,1/31/2017 7:29,2/6/2017 9:02,Help Desk,Hyde Park,Desktop Support,Charlie,1,4,No,“The best revenge is not to be like your enemy.” 
IR250,7/27/2016 20:53,7/29/2016 0:50,7/29/2016 20:04,Help Desk,Sunset Valley,Email,Bob,3,3,No,"“Whenever you are about to find fault with someone, ask yourself the following question: What fault of mine most nearly resembles the one I am about to criticize?” "
IR251,12/6/2016 17:12,12/7/2016 13:45,12/10/2016 8:52,Retail Payments,Lamar,Tax Issue,Joy,3,1,No,"“When another blames you or hates you, or people voice similar criticisms, go to their souls, penetrate inside and see what sort of people they are. You will realize that there is no need to be racked with anxiety that they should hold any particular opinion about you.” "
IR252,8/26/2016 22:31,8/27/2016 10:24,8/27/2016 22:53,Retail Support,Sunset Valley,Coupon Not Working,George,2,1,No,“The first rule is to keep an untroubled spirit. The second is to look things in the face and know them for what they are.” 
IR253,2/26/2017 0:32,2/27/2017 19:38,3/5/2017 17:07,Retail Payments,Wells Branch,Tax Issue,Joy,2,4,No,“How much more grievous are the consequences of anger than the causes of it.” 
IR254,6/10/2016 6:05,6/10/2016 11:06,6/18/2016 8:08,Retail Support,Sunset Valley,Coupon Not Working,Irvin,2,2,Yes,"“Do not act as if you were going to live ten thousand years. Death hangs over you. While you live, while it is in your power, be good.” "
IR255,12/19/2016 0:26,12/19/2016 7:16,12/20/2016 5:51,Retail Payments,Wells Branch,Tax Issue,Kelly,1,1,No,"“Begin each day by telling yourself: Today I shall be meeting with interference, ingratitude, insolence, disloyalty, ill-will, and selfishness – all of them due to the offenders’ ignorance of what is good or evil.” "
IR256,5/9/2016 18:32,5/10/2016 4:39,5/10/2016 21:17,Retail Support,Downtown,Scale Broken,Hannah,2,3,No,“Look well into thyself; there is a source of strength which will always spring up if thou wilt always look.” 
IR257,10/30/2016 9:41,10/31/2016 3:55,11/4/2016 22:11,Retail Support,Hyde Park,Lane Frozen,Frank,2,1,No,"“Here is a rule to remember in future, when anything tempts you to feel bitter: not ""This is misfortune,"" but ""To bear this worthily is good fortune.” "
IR258,3/7/2017 13:37,3/8/2017 9:26,3/10/2017 16:00,Retail Support,Lamar,Lane Frozen,George,2,3,No,"“How much time he gains who does not look to see what his neighbour says or does or thinks, but only at what he does himself, to make it just and holy.” "
IR259,10/8/2016 13:42,10/9/2016 11:03,10/11/2016 10:23,Retail Payments,Wells Branch,Tax Issue,Laura,1,2,No,"“You are a little soul carrying about a corpse, as Epictetus used to say.” "
IR260,2/16/2017 8:03,2/16/2017 9:56,2/19/2017 7:43,Retail Support,Sunset Valley,Lane Frozen,Frank,2,4,No,R10 lane is frozen. Stuck on loading screen
IR261,11/3/2016 23:39,11/4/2016 1:50,11/4/2016 12:29,Retail Payments,Downtown,Tax Issue,Laura,3,1,No,cash register not working
IR262,9/23/2016 21:08,9/24/2016 15:53,9/30/2016 22:43,Retail Support,Lamar,Lane Frozen,Irvin,2,1,No,lane is down. The lane won't do the thingerjig
IR263,10/11/2016 10:09,10/12/2016 6:10,10/14/2016 20:18,Retail Payments,Downtown,Tax Issue,Kelly,2,3,Yes,apple pay not working
IR264,10/14/2016 15:10,10/15/2016 12:08,10/18/2016 16:31,Retail Support,Downtown,Coupon Not Working,Hannah,3,4,No,apple pay register won't accept credit card
IR265,10/22/2016 11:47,10/24/2016 8:58,10/24/2016 14:29,Help Desk,Lamar,Email,Emily,2,1,No,lane keeps freezing up when we try to use coupon
IR266,5/13/2016 17:50,5/14/2016 8:50,5/15/2016 8:56,Retail Payments,Downtown,Tax Issue,Joy,2,3,No,scale broken
IR267,10/15/2016 3:08,10/16/2016 0:22,10/18/2016 5:25,Help Desk,Downtown,Desktop Support,Diego,2,2,No,"“Dwell on the beauty of life. Watch the stars, and see yourself running with them.” "
IR268,2/25/2017 1:20,2/25/2017 7:34,2/26/2017 16:31,Retail Payments,Hyde Park,Tax Issue,Laura,2,4,No,"“You have power over your mind - not outside events. Realize this, and you will find strength.” "
IR269,9/19/2016 1:18,9/19/2016 5:39,9/20/2016 14:31,Retail Support,Hyde Park,Lane Frozen,George,1,4,No,“The happiness of your life depends upon the quality of your thoughts.” 
IR270,6/4/2016 9:02,6/6/2016 0:34,6/7/2016 5:21,Help Desk,Hyde Park,Permission Request,Diego,2,4,No,"“Everything we hear is an opinion, not a fact. Everything we see is a perspective, not the truth.” "
IR271,5/13/2016 17:43,5/14/2016 5:57,5/14/2016 23:07,Help Desk,Downtown,Permission Request,Diego,2,4,No,“Waste no more time arguing about what a good man should be. Be one.” 
IR272,1/9/2017 2:11,1/9/2017 12:58,1/10/2017 23:55,Help Desk,Wells Branch,Desktop Support,Bob,2,1,No,"“When you arise in the morning think of what a privilege it is to be alive, to think, to enjoy, to love ...” "
IR273,2/2/2017 6:23,2/3/2017 6:20,2/4/2017 7:56,Retail Support,Wells Branch,Scale Broken,George,2,1,No,"“Accept the things to which fate binds you, and love the people with whom fate brings you together,but do so with all your heart.” "
IR274,7/13/2016 4:06,7/14/2016 10:33,7/14/2016 17:05,Help Desk,Sunset Valley,Email,Adam,3,2,No,"“If you are distressed by anything external, the pain is not due to the thing itself, but to your estimate of it; and this you have the power to revoke at any moment.” "
IR275,6/23/2016 19:55,6/25/2016 13:03,6/27/2016 11:08,Help Desk,Downtown,Permission Request,Diego,2,1,No,“The best revenge is to be unlike him who performed the injury.” 
IR276,3/2/2017 16:14,3/3/2017 6:57,3/9/2017 8:20,Retail Payments,Downtown,Credit Card Issue,Joy,2,2,No,"“It is not death that a man should fear, but he should fear never beginning to live.” "
IR277,1/25/2017 13:33,1/27/2017 12:13,2/2/2017 4:33,Help Desk,Wells Branch,Email,Charlie,2,1,No,“Our life is what our thoughts make it.” 
IR278,1/20/2017 21:34,1/20/2017 22:32,1/22/2017 0:39,Retail Payments,Hyde Park,Credit Card Issue,Joy,1,2,No,“The soul becomes dyed with the colour of its thoughts.” 
IR279,5/15/2016 13:26,5/16/2016 18:17,5/17/2016 4:14,Retail Support,Downtown,Scale Broken,Hannah,4,3,No,"“If someone is able to show me that what I think or do is not right, I will happily change, for I seek the truth, by which no one was ever truly harmed. It is the person who continues in his self-deception and ignorance who is harmed.” "
IR280,1/26/2017 4:22,1/26/2017 11:33,2/3/2017 9:31,Retail Support,Hyde Park,Other,Frank,3,3,Yes,“If it is not right do not do it; if it is not true do not say it.” 
IR281,9/13/2016 3:38,9/13/2016 11:37,9/14/2016 4:13,Retail Payments,Hyde Park,Credit Card Issue,Joy,3,1,No,"“Never let the future disturb you. You will meet it, if you have to, with the same weapons of reason which today arm you against the present.” "
IR282,7/20/2016 22:57,7/21/2016 7:50,7/24/2016 7:36,Help Desk,Sunset Valley,Permission Request,Emily,2,2,No,“Very little is needed to make a happy life; it is all within yourself in your way of thinking.” 
IR283,2/12/2017 19:01,2/13/2017 7:58,2/16/2017 23:51,Retail Support,Hyde Park,Lane Frozen,Hannah,2,1,No,"“The object of life is not to be on the side of the majority, but to escape finding oneself in the ranks of the insane.” "
IR284,2/3/2017 20:32,2/4/2017 3:41,2/6/2017 23:29,Retail Payments,Lamar,Tax Issue,Kelly,2,1,No,"“I have often wondered how it is that every man loves himself more than all the rest of men, but yet sets less value on his own opinion of himself than on the opinion of others.” "
IR285,9/16/2016 20:29,9/17/2016 1:02,9/17/2016 12:37,Help Desk,Wells Branch,Email,Charlie,3,2,No,“Reject your sense of injury and the injury itself disappears.” 
IR286,5/7/2016 0:26,5/7/2016 5:20,5/9/2016 18:40,Retail Support,Sunset Valley,Scale Broken,George,1,2,No,“The best revenge is not to be like your enemy.” 
IR287,12/27/2016 1:46,12/28/2016 21:23,12/30/2016 2:51,Help Desk,Downtown,Desktop Support,Diego,2,1,No,"“Whenever you are about to find fault with someone, ask yourself the following question: What fault of mine most nearly resembles the one I am about to criticize?” "
IR288,6/23/2016 4:41,6/24/2016 4:17,6/25/2016 0:56,Help Desk,Wells Branch,Permission Request,Emily,3,3,No,"“When another blames you or hates you, or people voice similar criticisms, go to their souls, penetrate inside and see what sort of people they are. You will realize that there is no need to be racked with anxiety that they should hold any particular opinion about you.” "
IR289,3/21/2017 7:39,3/21/2017 18:43,3/22/2017 3:22,Retail Support,Lamar,Lane Frozen,Frank,2,1,No,“The first rule is to keep an untroubled spirit. The second is to look things in the face and know them for what they are.” 
IR290,7/27/2016 8:17,7/28/2016 7:09,8/4/2016 22:38,Retail Support,Wells Branch,Other,Frank,3,1,No,“How much more grievous are the consequences of anger than the causes of it.” 
IR291,8/22/2016 7:21,8/23/2016 6:31,8/27/2016 2:02,Retail Support,Downtown,Other,Frank,2,3,Yes,"“Do not act as if you were going to live ten thousand years. Death hangs over you. While you live, while it is in your power, be good.” "
IR292,9/3/2016 1:22,9/3/2016 14:54,9/6/2016 1:13,Retail Payments,Downtown,Tax Issue,Kelly,3,2,No,"“Begin each day by telling yourself: Today I shall be meeting with interference, ingratitude, insolence, disloyalty, ill-will, and selfishness – all of them due to the offenders’ ignorance of what is good or evil.” "
IR293,11/18/2016 10:34,11/19/2016 8:58,11/20/2016 21:07,Retail Payments,Hyde Park,Credit Card Issue,Laura,3,3,No,“Look well into thyself; there is a source of strength which will always spring up if thou wilt always look.” 
IR294,6/23/2016 5:56,6/24/2016 23:56,6/25/2016 2:04,Retail Support,Sunset Valley,Lane Frozen,Frank,2,2,No,"“Here is a rule to remember in future, when anything tempts you to feel bitter: not ""This is misfortune,"" but ""To bear this worthily is good fortune.” "
IR295,9/14/2016 23:29,9/15/2016 0:53,9/15/2016 4:16,Retail Payments,Lamar,Tax Issue,Laura,3,4,No,"“How much time he gains who does not look to see what his neighbour says or does or thinks, but only at what he does himself, to make it just and holy.” "
IR296,12/16/2016 23:15,12/17/2016 6:30,12/20/2016 9:48,Help Desk,Wells Branch,Desktop Support,Diego,1,1,No,"“You are a little soul carrying about a corpse, as Epictetus used to say.” "
IR297,10/23/2016 13:53,10/24/2016 10:16,10/25/2016 1:04,Help Desk,Lamar,Permission Request,Adam,1,3,No,R10 lane is frozen. Stuck on loading screen
IR298,2/17/2017 6:18,2/17/2017 9:27,2/21/2017 13:07,Retail Payments,Sunset Valley,Tax Issue,Joy,1,1,Yes,cash register not working
IR299,10/22/2016 19:04,10/24/2016 8:00,10/29/2016 15:12,Retail Payments,Hyde Park,Tax Issue,Joy,2,3,No,lane is down. The lane won't do the thingerjig
IR300,7/23/2016 8:52,7/25/2016 8:01,7/25/2016 22:58,Retail Payments,Hyde Park,Tax Issue,Kelly,3,3,Yes,apple pay not working
